        5	2025-12-01 09:47:09	1	0	1	0
       16	2025-12-01 09:47:14	1	0	1	0
       12	2025-12-01 09:47:21	1	0	1	0
       21	2025-12-01 09:47:31	1	0	1	0
       20	2025-12-01 10:40:49	1	0	1	0
       19	2025-12-01 10:53:46	1	0	1	0
       16	2025-12-01 16:59:01	1	0	1	0
       19	2025-12-01 18:50:51	1	0	1	0
       20	2025-12-01 18:51:01	1	0	1	0
        5	2025-12-01 21:26:11	1	0	1	0
       12	2025-12-01 21:26:19	1	0	1	0
       21	2025-12-01 21:26:28	1	0	1	0
        5	2025-12-03 09:34:42	1	0	1	0
       12	2025-12-03 09:34:50	1	0	1	0
       21	2025-12-03 09:46:26	1	0	1	0
       19	2025-12-03 10:30:04	1	0	1	0
       20	2025-12-03 10:50:44	1	0	1	0
       20	2025-12-03 18:47:08	1	0	1	0
       19	2025-12-03 18:47:16	1	0	1	0
       21	2025-12-03 21:33:06	1	0	1	0
        5	2025-12-03 21:33:41	1	0	1	0
       12	2025-12-03 21:33:49	1	0	1	0
        5	2025-12-04 09:46:14	1	0	1	0
       16	2025-12-04 09:46:20	1	0	1	0
       12	2025-12-04 09:46:25	1	0	1	0
       21	2025-12-04 09:46:29	1	0	1	0
       19	2025-12-04 10:36:07	1	0	1	0
       20	2025-12-04 10:45:02	1	0	1	0
       16	2025-12-04 13:32:33	1	0	1	0
        5	2025-12-04 14:34:22	1	0	1	0
       21	2025-12-04 14:34:40	1	0	1	0
        5	2025-12-04 15:07:07	1	0	1	0
       21	2025-12-04 15:17:53	1	0	1	0
       20	2025-12-04 18:53:22	1	0	1	0
       19	2025-12-04 18:54:09	1	0	1	0
        5	2025-12-04 21:31:55	1	0	1	0
       12	2025-12-04 21:32:18	1	0	1	0
       21	2025-12-04 21:32:25	1	0	1	0
        5	2025-12-05 09:34:15	1	0	1	0
       21	2025-12-05 09:34:22	1	0	1	0
       16	2025-12-05 09:35:11	1	0	1	0
       12	2025-12-05 09:36:52	1	0	1	0
       19	2025-12-05 10:42:49	1	0	1	0
       20	2025-12-05 10:50:01	1	0	1	0
       11	2025-12-05 12:22:35	1	0	1	0
       19	2025-12-05 18:41:33	1	0	1	0
       11	2025-12-05 18:41:42	1	0	1	0
       20	2025-12-05 18:41:48	1	0	1	0
       16	2025-12-05 21:36:58	1	0	1	0
        5	2025-12-05 21:37:05	1	0	1	0
       12	2025-12-05 21:37:24	1	0	1	0
       21	2025-12-05 21:37:33	1	0	1	0
        5	2025-12-06 09:28:01	1	0	1	0
       21	2025-12-06 09:28:09	1	0	1	0
       12	2025-12-06 09:52:29	1	0	1	0
       16	2025-12-06 10:02:36	1	0	1	0
       20	2025-12-06 10:49:43	1	0	1	0
       11	2025-12-06 10:53:11	1	0	1	0
       19	2025-12-06 12:30:33	1	0	1	0
       19	2025-12-06 18:51:59	1	0	1	0
       20	2025-12-06 18:52:08	1	0	1	0
       11	2025-12-06 18:52:16	1	0	1	0
       12	2025-12-06 21:37:00	1	0	1	0
       21	2025-12-06 21:37:14	1	0	1	0
       16	2025-12-06 21:39:51	1	0	1	0
        5	2025-12-06 21:40:18	1	0	1	0
        5	2025-12-07 09:33:36	1	0	1	0
       21	2025-12-07 09:35:59	1	0	1	0
       12	2025-12-07 09:37:19	1	0	1	0
       16	2025-12-07 09:54:02	1	0	1	0
